school_id,ipgroup_name,ipgroup_id,nfa_uuid,date,daily_95th_percentile_mbps,direction,data_points_daily
1400,院校050_B站_V4,2500104,1367954f-eec8-3e90-adbe-4d2c3017068f,2025-09-09,6338.470208231608,both,288
1404,院校054_B站_V4,2500112,1367954f-eec8-3e90-adbe-4d2c3017068f,2025-09-09,6274.459999847412,both,288
1405,院校055_B站_V4,2500114,1367954f-eec8-3e90-adbe-4d2c3017068f,2025-09-09,4361.04791653951,both,288
1404,院校054_B站_V6,2500113,1367954f-eec8-3e90-adbe-4d2c3017068f,2025-09-09,1717.2172915140789,both,288
1439,院校089_B站_V4,2500182,1367954f-eec8-3e90-adbe-4d2c3017068f,2025-09-09,1660.5493748982747,both,288
1493,院校145_B站_V4,2500291,1367954f-eec8-3e90-adbe-4d2c3017068f,2025-09-09,1515.4210414886475,both,288
1481,院校132_B站_V4,2500266,1367954f-eec8-3e90-adbe-4d2c3017068f,2025-09-09,1192.4970831553142,both,288
1462,院校112_B站_V4,2500228,1367954f-eec8-3e90-adbe-4d2c3017068f,2025-09-09,1116.2406248728435,both,288
1402,院校052_B站_V4,2500108,1367954f-eec8-3e90-adbe-4d2c3017068f,2025-09-09,1113.6237497965494,both,288
1401,院校051_B站_V4,2500106,1367954f-eec8-3e90-adbe-4d2c3017068f,2025-09-09,1021.2462498982746,both,288
1405,院校055_B站_V6,2500115,1367954f-eec8-3e90-adbe-4d2c3017068f,2025-09-09,1003.9324999491373,both,288
1421,院校071_B站_V4,2500146,1367954f-eec8-3e90-adbe-4d2c3017068f,2025-09-09,903.2604166666666,both,288
1398,院校048_B站_V4,2500100,1367954f-eec8-3e90-adbe-4d2c3017068f,2025-09-09,891.7458332061767,both,288
1441,院校092_B站_V4,2500188,1367954f-eec8-3e90-adbe-4d2c3017068f,2025-09-09,808.2004165649414,both,288
1403,院校053_B站_V4,2500110,1367954f-eec8-3e90-adbe-4d2c3017068f,2025-09-09,777.454583231608,both,288
1401,院校051_B站_V6,2500107,1367954f-eec8-3e90-adbe-4d2c3017068f,2025-09-09,748.9368748982747,both,288
1439,院校089_B站_V6,2500183,1367954f-eec8-3e90-adbe-4d2c3017068f,2025-09-09,728.5454165140789,both,288
1393,院校043_B站_V4,2500090,1367954f-eec8-3e90-adbe-4d2c3017068f,2025-09-09,593.1287499745688,both,288
1416,院校066_B站_V4,2500136,1367954f-eec8-3e90-adbe-4d2c3017068f,2025-09-09,575.1391666412353,both,288
1396,院校046_B站_V4,2500096,1367954f-eec8-3e90-adbe-4d2c3017068f,2025-09-09,517.59166653951,both,288
1367,院校017_B站_V4,2500038,1367954f-eec8-3e90-adbe-4d2c3017068f,2025-09-09,502.2252082824707,both,288
1387,院校037_B站_V4,2500078,1367954f-eec8-3e90-adbe-4d2c3017068f,2025-09-09,404.9227082570394,both,288
1442,院校091_B站_V4,2500186,1367954f-eec8-3e90-adbe-4d2c3017068f,2025-09-09,369.0299997965495,both,288
